Identificador_Dirección,Número_de_Distrito,same_as_wikidata_Número_de_Distrito,Calle,same_as_wikidata_Calle,Tipo de Vía
750085760,20,https://wikidata.org/entity/Q210720,place Alphonse-Allais,https://wikidata.org/entity/Q3389693,square
750026217,6,https://wikidata.org/entity/Q245546,place Alphonse-Deville,https://wikidata.org/entity/Q3389695,square
750106987,15,https://wikidata.org/entity/Q191066,place Alphonse-Humbert,https://wikidata.org/entity/Q3389694,square
750021818,5,https://wikidata.org/entity/Q238723,place Alphonse-Laveran,https://wikidata.org/entity/Q3389696,square
750167191,14,https://wikidata.org/entity/Q187153,place Ambroise-Croizat,https://wikidata.org/entity/Q3389697,square
750174115,15,https://wikidata.org/entity/Q191066,place Amédée-Gordini,https://wikidata.org/entity/Q3389698,square
750359233,18,https://wikidata.org/entity/Q200126,Place Aminadabu-Birara,https://wikidata.org/entity/Q109828290,square
750164958,9,https://wikidata.org/entity/Q275118,place André-Breton,https://wikidata.org/entity/Q3389699,square
750000028,1,https://wikidata.org/entity/Q161741,place André-Malraux,https://wikidata.org/entity/Q3389700,square
750153001,13,https://wikidata.org/entity/Q175129,place André-Masson,https://wikidata.org/entity/Q3389701,square
750359743,17,https://wikidata.org/entity/Q197297,place André-Zirnheld,https://wikidata.org/entity/Q112073741,square
750360057,17,https://wikidata.org/entity/Q197297,place Anny-Flore,https://wikidata.org/entity/Q115247623,square
750013379,19,https://wikidata.org/entity/Q204622,place Armand-Carrel,https://wikidata.org/entity/Q3389708,square
750131071,17,https://wikidata.org/entity/Q197297,place Arnault-Tzanck,https://wikidata.org/entity/Q3389709,square
750359152,15,https://wikidata.org/entity/Q191066,Place Athanase-Bassinet,https://wikidata.org/entity/Q106992214,square
750164563,13,https://wikidata.org/entity/Q175129,place Augusta-Holmes,https://wikidata.org/entity/Q3389710,square
750168284,19,https://wikidata.org/entity/Q204622,place Auguste-Baron,https://wikidata.org/entity/Q3389711,square
750086014,20,https://wikidata.org/entity/Q210720,place Auguste-Métivier,https://wikidata.org/entity/Q3389712,square
750175676,6,https://wikidata.org/entity/Q245546,Place August-Strindberg,https://wikidata.org/entity/Q48752912,square
750177183,13,https://wikidata.org/entity/Q175129,place Aurélie-Nemours,https://wikidata.org/entity/Q48757153,square
750107479,15,https://wikidata.org/entity/Q191066,place Balard,https://wikidata.org/entity/Q3389713,square
750168320,4,https://wikidata.org/entity/Q230127,place Baudoyer,https://wikidata.org/entity/Q3389716,square
750034985,8,https://wikidata.org/entity/Q270230,Place Beauvau,https://wikidata.org/entity/Q3389720,square
750021925,5,https://wikidata.org/entity/Q238723,place Bernard-Halpern,https://wikidata.org/entity/Q3389726,square
750184124,3,https://wikidata.org/entity/Q223140,place Bernard-Lazare,https://wikidata.org/entity/Q14629228,square
750107810,15,https://wikidata.org/entity/Q191066,place Bienvenüe,https://wikidata.org/entity/Q3389727,square
750040169,9,https://wikidata.org/entity/Q275118,place Blanche,https://wikidata.org/entity/Q2919893,square
750175117,17,https://wikidata.org/entity/Q197297,place Blanche-Lefebvre,https://wikidata.org/entity/Q14629336,square
750143055,2,https://wikidata.org/entity/Q209549,place Boieldieu,https://wikidata.org/entity/Q3389730,square
750131897,17,https://wikidata.org/entity/Q197297,place Boulnois,https://wikidata.org/entity/Q3389731,square
750108319,15,https://wikidata.org/entity/Q191066,place Cambronne,https://wikidata.org/entity/Q3389733,square
750171941,15,https://wikidata.org/entity/Q191066,place Camille-Claudel,https://wikidata.org/entity/Q3389732,square
750177377,20,https://wikidata.org/entity/Q210720,place Carmen,https://wikidata.org/entity/Q101064713,square
750359840,1,https://wikidata.org/entity/Q161741,place Carrée,https://wikidata.org/entity/Q3389742,square
750083807,18,https://wikidata.org/entity/Q200126,place Casadesus,https://wikidata.org/entity/Q3389744,square
750167201,18,https://wikidata.org/entity/Q200126,place Cécile-Brunschvicg,https://wikidata.org/entity/Q3389776,square
750077187,18,https://wikidata.org/entity/Q200126,place Charles-Bernard,https://wikidata.org/entity/Q3389746,square
750158463,16,https://wikidata.org/entity/Q194420,place Charles-de-Gaulle,https://wikidata.org/entity/Q104905374,square
750077196,18,https://wikidata.org/entity/Q200126,place Charles-Dullin,https://wikidata.org/entity/Q3389747,square
750132534,17,https://wikidata.org/entity/Q197297,place Charles-Fillion,https://wikidata.org/entity/Q3389749,square
750159491,9,https://wikidata.org/entity/Q275118,place Charles-Garnier,https://wikidata.org/entity/Q3389750,square
750108940,15,https://wikidata.org/entity/Q191066,place Charles-Michels,https://wikidata.org/entity/Q3389753,square
750180738,19,https://wikidata.org/entity/Q204622,rue Charles-Monselet,https://wikidata.org/entity/Q3447401,square
750162631,15,https://wikidata.org/entity/Q191066,place Charles-Vallin,https://wikidata.org/entity/Q3389755,square
750359833,18,https://wikidata.org/entity/Q200126,Place Cheikha-Remitti,https://wikidata.org/entity/Q86724022,square
750120753,16,https://wikidata.org/entity/Q194420,place Chopin,https://wikidata.org/entity/Q3389757,square
750161939,8,https://wikidata.org/entity/Q270230,place Clemenceau,https://wikidata.org/entity/Q15971535,square
750121542,16,https://wikidata.org/entity/Q194420,place Clément-Ader,https://wikidata.org/entity/Q3389762,square
750012581,1,https://wikidata.org/entity/Q161741,place Colette,https://wikidata.org/entity/Q3389766,square
750182136,13,https://wikidata.org/entity/Q175129,place Coluche,https://wikidata.org/entity/Q3389769,square
750149478,14,https://wikidata.org/entity/Q187153,place Constantin-Brancusi,https://wikidata.org/entity/Q3389772,square
750077781,18,https://wikidata.org/entity/Q200126,place Constantin-Pecqueur,https://wikidata.org/entity/Q3389771,square
750159338,12,https://wikidata.org/entity/Q171689,place d'Aligre,https://wikidata.org/entity/Q3390191,square
750106849,15,https://wikidata.org/entity/Q191066,place d'Alleray,https://wikidata.org/entity/Q3390192,square
750164556,16,https://wikidata.org/entity/Q194420,place d'Andorre,https://wikidata.org/entity/Q3390193,square
750039930,9,https://wikidata.org/entity/Q275118,place d'Anvers,https://wikidata.org/entity/Q3390194,square
750041419,9,https://wikidata.org/entity/Q275118,place d'Estienne-d'Orves,https://wikidata.org/entity/Q14629283,square
750123879,16,https://wikidata.org/entity/Q194420,place d'Iéna,https://wikidata.org/entity/Q3390210,square
750135108,17,https://wikidata.org/entity/Q197297,place d'Israël,https://wikidata.org/entity/Q3390205,square
750070664,13,https://wikidata.org/entity/Q175129,place d'Italie,https://wikidata.org/entity/Q1966521,square
750181196,18,https://wikidata.org/entity/Q200126,place Dalida,https://wikidata.org/entity/Q3389781,square
750172983,11,https://wikidata.org/entity/Q169293,Place Darno-Maffini,https://wikidata.org/entity/Q101064716,square
750000618,1,https://wikidata.org/entity/Q161741,place Dauphine,https://wikidata.org/entity/Q1810430,square
750162635,16,https://wikidata.org/entity/Q194420,place de Barcelone,https://wikidata.org/entity/Q3390214,square
750014081,19,https://wikidata.org/entity/Q204622,place de Bitche,https://wikidata.org/entity/Q3390218,square
750181637,16,https://wikidata.org/entity/Q194420,place de Bolivie,https://wikidata.org/entity/Q3390220,square
750108239,15,https://wikidata.org/entity/Q191066,place de Brazzaville,https://wikidata.org/entity/Q3390222,square
750160970,15,https://wikidata.org/entity/Q191066,place de Breteuil,https://wikidata.org/entity/Q3390225,square
750040403,9,https://wikidata.org/entity/Q275118,place de Budapest,https://wikidata.org/entity/Q3390226,square
750099786,14,https://wikidata.org/entity/Q187153,place de Catalogne,https://wikidata.org/entity/Q3390237,square
750040961,9,https://wikidata.org/entity/Q275118,place de Clichy,https://wikidata.org/entity/Q1810764,square
750120948,16,https://wikidata.org/entity/Q194420,place de Colombie,https://wikidata.org/entity/Q3390229,square
750174052,16,https://wikidata.org/entity/Q194420,place de Costa-Rica,https://wikidata.org/entity/Q3390230,square
750035965,8,https://wikidata.org/entity/Q270230,place de Dublin,https://wikidata.org/entity/Q14629277,square
750181488,20,https://wikidata.org/entity/Q210720,Place de Flore,https://wikidata.org/entity/Q101064717,square
750178772,7,https://wikidata.org/entity/Q259463,place de Fontenoy,https://wikidata.org/entity/Q3390236,square
750183396,17,https://wikidata.org/entity/Q197297,Category:Place de Jérusalem (Paris),https://wikidata.org/entity/Q73573162,square
750017343,19,https://wikidata.org/entity/Q204622,place de Joinville,https://wikidata.org/entity/Q2379186,square
750162016,5,https://wikidata.org/entity/Q238723,place de l'Abbé-Basset,https://wikidata.org/entity/Q3390279,square
750065677,13,https://wikidata.org/entity/Q175129,place de l'Abbé-Georges-Hénocque,https://wikidata.org/entity/Q3390281,square
750157543,14,https://wikidata.org/entity/Q187153,place de l'Abbé-Jean-Lebeuf,https://wikidata.org/entity/Q3390283,square
750085697,20,https://wikidata.org/entity/Q210720,place de l'Adjudant-Vincenot,https://wikidata.org/entity/Q3390284,square
750034517,8,https://wikidata.org/entity/Q270230,place de l'Alma,https://wikidata.org/entity/Q1037637,square
750098748,14,https://wikidata.org/entity/Q187153,place de l'Amphithéâtre,https://wikidata.org/entity/Q3390293,square
750147455,19,https://wikidata.org/entity/Q204622,place de l'Argonne,https://wikidata.org/entity/Q3390295,square
750149723,18,https://wikidata.org/entity/Q200126,place de l'Assommoir,https://wikidata.org/entity/Q3390296,square
750000687,1,https://wikidata.org/entity/Q161741,place de l'École,https://wikidata.org/entity/Q3390323,square
750031308,7,https://wikidata.org/entity/Q259463,place de l'École-Militaire,https://wikidata.org/entity/Q3390325,square
750161926,16,https://wikidata.org/entity/Q194420,place de l'Église-d'Auteuil,https://wikidata.org/entity/Q3390330,square
750121860,16,https://wikidata.org/entity/Q194420,place de l'Église-de-l'Assomption,https://wikidata.org/entity/Q3390333,square
750069554,13,https://wikidata.org/entity/Q175129,place de l'Escadrille-Normandie-Niemen,https://wikidata.org/entity/Q3390300,square
750023047,5,https://wikidata.org/entity/Q238723,Place de l'Estrapade,https://wikidata.org/entity/Q3390301,square
750181760,8,https://wikidata.org/entity/Q270230,place de l'Europe - Simone Veil,https://wikidata.org/entity/Q2339845,square
750175090,4,https://wikidata.org/entity/Q230127,place de l'Hôtel-de-Ville - Esplanade de la Libération,https://wikidata.org/entity/Q1469337,square
750027619,6,https://wikidata.org/entity/Q245546,place de l'Institut,https://wikidata.org/entity/Q21098112,square
750028506,6,https://wikidata.org/entity/Q245546,place de l'Odéon,https://wikidata.org/entity/Q3390310,square
750005016,2,https://wikidata.org/entity/Q209549,place de l'Opéra,https://wikidata.org/entity/Q2756450,square
750129752,16,https://wikidata.org/entity/Q194420,place de l'Uruguay,https://wikidata.org/entity/Q3390315,square
750020978,19,https://wikidata.org/entity/Q204622,place de la Bataille-de-Stalingrad,https://wikidata.org/entity/Q2577891,square
750167514,2,https://wikidata.org/entity/Q209549,place de la Bourse,https://wikidata.org/entity/Q3390344,square
750076952,18,https://wikidata.org/entity/Q200126,place de la Chapelle,https://wikidata.org/entity/Q3390352,square
750035682,8,https://wikidata.org/entity/Q270230,place de la Concorde,https://wikidata.org/entity/Q189503,square
750022673,5,https://wikidata.org/entity/Q238723,place de la Contrescarpe,https://wikidata.org/entity/Q1563864,square
750016269,19,https://wikidata.org/entity/Q204622,place de la Fontaine-aux-Lions,https://wikidata.org/entity/Q3390360,square
750151639,14,https://wikidata.org/entity/Q187153,place de la Garenne,https://wikidata.org/entity/Q3390362,square
750179177,15,https://wikidata.org/entity/Q191066,Place de la Laïcité,https://wikidata.org/entity/Q101064718,square
750161960,8,https://wikidata.org/entity/Q270230,place de la Madeleine,https://wikidata.org/entity/Q3390375,square
750115329,15,https://wikidata.org/entity/Q191066,place de la Montagne-du-Goulet,https://wikidata.org/entity/Q3390379,square
750062668,12,https://wikidata.org/entity/Q171689,place de la Nation,https://wikidata.org/entity/Q1573359,square
750127848,16,https://wikidata.org/entity/Q194420,place de la Porte-d'Auteuil,https://wikidata.org/entity/Q3390392,square
750093808,20,https://wikidata.org/entity/Q210720,place de la Porte-de-Bagnolet,https://wikidata.org/entity/Q3390393,square
750138111,17,https://wikidata.org/entity/Q197297,place de la Porte-de-Champerret,https://wikidata.org/entity/Q3390394,square
750104670,14,https://wikidata.org/entity/Q187153,place de la Porte-de-Châtillon,https://wikidata.org/entity/Q3390396,square
750177066,20,https://wikidata.org/entity/Q210720,place de la Porte-de-Montreuil,https://wikidata.org/entity/Q3390398,square
750019677,19,https://wikidata.org/entity/Q204622,place de la Porte-de-Pantin,https://wikidata.org/entity/Q3390399,square
750127859,16,https://wikidata.org/entity/Q194420,place de la Porte-de-Passy,https://wikidata.org/entity/Q3390401,square
750127882,16,https://wikidata.org/entity/Q194420,place de la Porte-de-Saint-Cloud,https://wikidata.org/entity/Q3390400,square
750104733,14,https://wikidata.org/entity/Q187153,place de la Porte-de-Vanves,https://wikidata.org/entity/Q3390404,square
750177661,15,https://wikidata.org/entity/Q191066,place de la Porte-de-Versailles,https://wikidata.org/entity/Q20723087,square
750138190,17,https://wikidata.org/entity/Q197297,place de la Porte-Maillot,https://wikidata.org/entity/Q3390388,square
750127901,16,https://wikidata.org/entity/Q194420,place de la Porte-Molitor,https://wikidata.org/entity/Q3390391,square
750162674,8,https://wikidata.org/entity/Q270230,Place de la Reine-Astrid,https://wikidata.org/entity/Q3390406,square
750008201,3,https://wikidata.org/entity/Q223140,place de la République,https://wikidata.org/entity/Q175055,square
750138592,17,https://wikidata.org/entity/Q197297,place de la République-Dominicaine,https://wikidata.org/entity/Q3390411,square
750033001,7,https://wikidata.org/entity/Q259463,place de la Résistance,https://wikidata.org/entity/Q3390440,square
750094712,20,https://wikidata.org/entity/Q210720,place de la Réunion,https://wikidata.org/entity/Q3390445,square
750359846,1,https://wikidata.org/entity/Q161741,place de la Rotonde,https://wikidata.org/entity/Q3390407,square
750025752,5,https://wikidata.org/entity/Q238723,place de la Sorbonne,https://wikidata.org/entity/Q3390461,square
750136542,17,https://wikidata.org/entity/Q197297,place de Lévis,https://wikidata.org/entity/Q3390244,square
750164180,20,https://wikidata.org/entity/Q210720,place de Ménilmontant,https://wikidata.org/entity/Q3390253,square
750150555,16,https://wikidata.org/entity/Q194420,place de Mexico,https://wikidata.org/entity/Q3390248,square
750103617,14,https://wikidata.org/entity/Q187153,place de Moro-Giafferi,https://wikidata.org/entity/Q3390251,square
750162610,8,https://wikidata.org/entity/Q270230,place de Narvik,https://wikidata.org/entity/Q14629278,square
750164132,14,https://wikidata.org/entity/Q187153,place Denfert-Rochereau,https://wikidata.org/entity/Q2097879,square
750127026,16,https://wikidata.org/entity/Q194420,place de Passy,https://wikidata.org/entity/Q3390257,square
750073140,13,https://wikidata.org/entity/Q175129,place de Port-au-Prince,https://wikidata.org/entity/Q3390258,square
750038887,8,https://wikidata.org/entity/Q270230,place de Rio-de-Janeiro,https://wikidata.org/entity/Q3390259,square
750157651,13,https://wikidata.org/entity/Q175129,place de Rungis,https://wikidata.org/entity/Q3390261,square
750146684,18,https://wikidata.org/entity/Q200126,place des Abbesses,https://wikidata.org/entity/Q3390487,square
750065875,13,https://wikidata.org/entity/Q175129,place des Alpes,https://wikidata.org/entity/Q3390483,square
750144338,14,https://wikidata.org/entity/Q187153,place des Cinq-Martyrs-du-Lycée-Buffon,https://wikidata.org/entity/Q3390497,square
750162615,12,https://wikidata.org/entity/Q171689,place des Combattants-en-Afrique-du-Nord,https://wikidata.org/entity/Q3390498,square
750000646,1,https://wikidata.org/entity/Q161741,place des Deux-Écus,https://wikidata.org/entity/Q3390503,square
750173496,14,https://wikidata.org/entity/Q187153,Place des Droits-de-l'Enfant,https://wikidata.org/entity/Q60849060,square
750183251,4,https://wikidata.org/entity/Q230127,Place des Émeutes-de-Stonewall,https://wikidata.org/entity/Q84090571,square
750105804,14,https://wikidata.org/entity/Q187153,place de Séoul,https://wikidata.org/entity/Q3390269,square
750122060,16,https://wikidata.org/entity/Q194420,place des États-Unis,https://wikidata.org/entity/Q3390556,square
750016026,19,https://wikidata.org/entity/Q204622,place des Fêtes,https://wikidata.org/entity/Q3390511,square
750089781,20,https://wikidata.org/entity/Q210720,place des Grès,https://wikidata.org/entity/Q3390506,square
750177531,15,https://wikidata.org/entity/Q191066,place des Insurgés-de-Varsovie,https://wikidata.org/entity/Q48747725,square
750177688,15,https://wikidata.org/entity/Q191066,place des Martyrs-de-la-Résistance-de-la-Porte-de-Sèvres,https://wikidata.org/entity/Q3390526,square
750173118,15,https://wikidata.org/entity/Q191066,place des Martyrs-Juifs-du-Vélodrome-d'Hiver,https://wikidata.org/entity/Q3390524,square
750182851,18,https://wikidata.org/entity/Q200126,Place des Messageries-de-l'Est,https://wikidata.org/entity/Q101064719,square
750005229,2,https://wikidata.org/entity/Q209549,place des Petits-Pères,https://wikidata.org/entity/Q3390537,square
750001835,1,https://wikidata.org/entity/Q161741,place des Pyramides,https://wikidata.org/entity/Q3390544,square
750164555,13,https://wikidata.org/entity/Q175129,place des 44-Enfants-d'Izieu,https://wikidata.org/entity/Q3390479,square
750039240,8,https://wikidata.org/entity/Q270230,Place des Saussaies,https://wikidata.org/entity/Q3390538,square
750172279,20,https://wikidata.org/entity/Q210720,Place des Sources-du-Nord,https://wikidata.org/entity/Q101064720,square
750139478,17,https://wikidata.org/entity/Q197297,Place des Ternes,https://wikidata.org/entity/Q3390541,square
750359428,18,https://wikidata.org/entity/Q200126,Place des Tirailleurs-Sénégalais,https://wikidata.org/entity/Q110400289,square
750006251,2,https://wikidata.org/entity/Q209549,place des Victoires,https://wikidata.org/entity/Q1362670,square
750065277,12,https://wikidata.org/entity/Q171689,place des Vins-de-France,https://wikidata.org/entity/Q3390546,square
750098042,3,https://wikidata.org/entity/Q223140,place des Vosges,https://wikidata.org/entity/Q898629,square
750185027,15,https://wikidata.org/entity/Q191066,place de Sydney,https://wikidata.org/entity/Q14629253,square
750008814,3,https://wikidata.org/entity/Q223140,place de Thorigny,https://wikidata.org/entity/Q3390262,square
750154883,16,https://wikidata.org/entity/Q194420,place de Tokyo,https://wikidata.org/entity/Q3390263,square
750085131,18,https://wikidata.org/entity/Q200126,Place de Torcy,https://wikidata.org/entity/Q3390264,square
750002882,1,https://wikidata.org/entity/Q161741,place de Valois,https://wikidata.org/entity/Q3390268,square
750162152,16,https://wikidata.org/entity/Q194420,place de Varsovie,https://wikidata.org/entity/Q3390275,square
750074488,13,https://wikidata.org/entity/Q175129,place de Vénétie,https://wikidata.org/entity/Q3390276,square
750144029,17,https://wikidata.org/entity/Q197297,place de Verdun,https://wikidata.org/entity/Q97604374,square
750156191,17,https://wikidata.org/entity/Q197297,place de Wagram,https://wikidata.org/entity/Q3390282,square
750041210,9,https://wikidata.org/entity/Q275118,place Diaghilev,https://wikidata.org/entity/Q14629282,square
750169394,18,https://wikidata.org/entity/Q200126,Place Django-Reinhardt,https://wikidata.org/entity/Q87232390,square
750165617,11,https://wikidata.org/entity/Q169293,place du 8-Février-1962,https://wikidata.org/entity/Q378999,square
750057951,12,https://wikidata.org/entity/Q171689,place du Bataillon-du-Pacifique,https://wikidata.org/entity/Q3390566,square
750162401,17,https://wikidata.org/entity/Q197297,place du Brésil,https://wikidata.org/entity/Q2367311,square
750003589,2,https://wikidata.org/entity/Q209549,place du Caire,https://wikidata.org/entity/Q3390571,square
750076243,18,https://wikidata.org/entity/Q200126,place du Calvaire,https://wikidata.org/entity/Q104905306,square
750163376,8,https://wikidata.org/entity/Q270230,place du Canada,https://wikidata.org/entity/Q97604360,square
750108490,15,https://wikidata.org/entity/Q191066,place du Cardinal-Amette,https://wikidata.org/entity/Q3390575,square
750145771,12,https://wikidata.org/entity/Q171689,place du Cardinal-Lavigerie,https://wikidata.org/entity/Q3390576,square
750164824,1,https://wikidata.org/entity/Q161741,place du Carrousel,https://wikidata.org/entity/Q2723969,square
750120455,16,https://wikidata.org/entity/Q194420,place du Chancelier-Adenauer,https://wikidata.org/entity/Q3390580,square
750075724,18,https://wikidata.org/entity/Q200126,place du Château-Rouge,https://wikidata.org/entity/Q3390584,square
750010008,4,https://wikidata.org/entity/Q230127,place du Châtelet,https://wikidata.org/entity/Q1422975,square
750059505,12,https://wikidata.org/entity/Q171689,place du Colonel-Bourgoin,https://wikidata.org/entity/Q3390589,square
750046248,10,https://wikidata.org/entity/Q163948,place du Colonel-Fabien,https://wikidata.org/entity/Q3390598,square
750109201,15,https://wikidata.org/entity/Q191066,place du Commerce,https://wikidata.org/entity/Q3390593,square
750027004,6,https://wikidata.org/entity/Q245546,place du 18-Juin-1940,https://wikidata.org/entity/Q3390559,square
750046388,10,https://wikidata.org/entity/Q163948,place du Docteur-Alfred-Fournier,https://wikidata.org/entity/Q3390599,square
750151272,12,https://wikidata.org/entity/Q171689,place du Docteur-Antoine-Béclère,https://wikidata.org/entity/Q3390601,square
750133698,17,https://wikidata.org/entity/Q197297,place du Docteur-Félix-Lobligeois,https://wikidata.org/entity/Q3390602,square
750121540,16,https://wikidata.org/entity/Q194420,place du Docteur-Hayem,https://wikidata.org/entity/Q3390603,square
750121549,16,https://wikidata.org/entity/Q194420,place du Docteur-Paul-Michaux,https://wikidata.org/entity/Q3390605,square
750069136,13,https://wikidata.org/entity/Q175129,place du Docteur-Yersin,https://wikidata.org/entity/Q3390606,square
750112274,15,https://wikidata.org/entity/Q191066,place du Général-Beuret,https://wikidata.org/entity/Q3390611,square
750178849,8,https://wikidata.org/entity/Q270230,place du Général-Brocard,https://wikidata.org/entity/Q3390612,square
750134552,17,https://wikidata.org/entity/Q197297,place du Général-Catroux,https://wikidata.org/entity/Q3390613,square
750162656,19,https://wikidata.org/entity/Q204622,place du Général-Cochet,https://wikidata.org/entity/Q3390614,square
750163374,7,https://wikidata.org/entity/Q259463,place du Général-Gouraud,https://wikidata.org/entity/Q15971544,square
750016448,19,https://wikidata.org/entity/Q204622,place du Général-Ingold,https://wikidata.org/entity/Q3390615,square
750134581,17,https://wikidata.org/entity/Q197297,place du Général-Kœnig,https://wikidata.org/entity/Q3390617,square
750112397,15,https://wikidata.org/entity/Q191066,place du Général-Monclar,https://wikidata.org/entity/Q3390618,square
750123132,16,https://wikidata.org/entity/Q194420,place du Général-Patton,https://wikidata.org/entity/Q3390619,square
750123167,16,https://wikidata.org/entity/Q194420,place du Général-Stefanik,https://wikidata.org/entity/Q3390620,square
750089546,20,https://wikidata.org/entity/Q210720,place du Général-Tessier-de-Marguerittes,https://wikidata.org/entity/Q3390622,square
750158636,8,https://wikidata.org/entity/Q270230,place du Guatemala,https://wikidata.org/entity/Q3390608,square
750089851,20,https://wikidata.org/entity/Q210720,place du Guignier,https://wikidata.org/entity/Q3390609,square
750036793,8,https://wikidata.org/entity/Q270230,place du Havre,https://wikidata.org/entity/Q3390625,square
750155721,14,https://wikidata.org/entity/Q187153,place du Lieutenant-Stéphane-Piobetta,https://wikidata.org/entity/Q3390629,square
750001097,1,https://wikidata.org/entity/Q161741,place du Louvre,https://wikidata.org/entity/Q3390637,square
750165476,20,https://wikidata.org/entity/Q210720,place du Maquis-du-Vercors,https://wikidata.org/entity/Q3390635,square
750158561,4,https://wikidata.org/entity/Q230127,place du Marché-Sainte-Catherine,https://wikidata.org/entity/Q3390634,square
750001196,1,https://wikidata.org/entity/Q161741,place du Marché-Saint-Honoré,https://wikidata.org/entity/Q3390633,square
750125644,16,https://wikidata.org/entity/Q194420,place du Maréchal-de-Lattre de Tassigny,https://wikidata.org/entity/Q104906004,square
750136836,17,https://wikidata.org/entity/Q197297,place du Maréchal-Juin,https://wikidata.org/entity/Q3390648,square
750018338,19,https://wikidata.org/entity/Q204622,place du Maroc,https://wikidata.org/entity/Q3390645,square
750161642,15,https://wikidata.org/entity/Q191066,place du Moulin-de-Javel,https://wikidata.org/entity/Q3390653,square
750163389,17,https://wikidata.org/entity/Q197297,place du Nicaragua,https://wikidata.org/entity/Q3390654,square
750032747,7,https://wikidata.org/entity/Q259463,place du Palais-Bourbon,https://wikidata.org/entity/Q3390656,square
750001684,1,https://wikidata.org/entity/Q161741,place du Palais-Royal,https://wikidata.org/entity/Q3390657,square
750024647,5,https://wikidata.org/entity/Q238723,place du Panthéon,https://wikidata.org/entity/Q3390667,square
750165677,4,https://wikidata.org/entity/Q230127,parvis Notre-Dame - place Jean-Paul-II,https://wikidata.org/entity/Q2720522,square
750157046,11,https://wikidata.org/entity/Q169293,place du Père-Chaillet,https://wikidata.org/entity/Q3390683,square
750127358,16,https://wikidata.org/entity/Q194420,place du Père-Marcellin-Champagnat,https://wikidata.org/entity/Q3390688,square
750160715,4,https://wikidata.org/entity/Q230127,place du Père-Teilhard-de-Chardin,https://wikidata.org/entity/Q3390689,square
750024769,5,https://wikidata.org/entity/Q238723,place du Petit-Pont,https://wikidata.org/entity/Q970488,square
750110487,15,https://wikidata.org/entity/Q191066,place Dupleix,https://wikidata.org/entity/Q3389792,square
750001772,1,https://wikidata.org/entity/Q161741,place du Pont-Neuf,https://wikidata.org/entity/Q3390686,square
750032892,7,https://wikidata.org/entity/Q259463,place du Président-Mithouard,https://wikidata.org/entity/Q3390679,square
750025070,5,https://wikidata.org/entity/Q238723,place du Puits-de-l'Ermite,https://wikidata.org/entity/Q3390682,square
750028630,6,https://wikidata.org/entity/Q245546,place du Québec,https://wikidata.org/entity/Q3390691,square
750173298,8,https://wikidata.org/entity/Q270230,Place du Révérend-Père-Carré,https://wikidata.org/entity/Q101064721,square
750085076,18,https://wikidata.org/entity/Q200126,place du Tertre,https://wikidata.org/entity/Q526595,square
750167083,16,https://wikidata.org/entity/Q194420,Place du Trocadéro,https://wikidata.org/entity/Q1759903,square
750159917,16,https://wikidata.org/entity/Q194420,place du Venezuela,https://wikidata.org/entity/Q3390699,square
750106489,14,https://wikidata.org/entity/Q187153,place du 25-Août-1944,https://wikidata.org/entity/Q3390561,square
750010741,4,https://wikidata.org/entity/Q230127,place Edmond-Michelet,https://wikidata.org/entity/Q3389794,square
750027157,6,https://wikidata.org/entity/Q245546,place Edmond-Rostand,https://wikidata.org/entity/Q3389793,square
750060638,12,https://wikidata.org/entity/Q171689,place Édouard-Renard,https://wikidata.org/entity/Q3390728,square
750045176,9,https://wikidata.org/entity/Q275118,place Édouard-VII,https://wikidata.org/entity/Q3390730,square
750184912,7,https://wikidata.org/entity/Q259463,Place Edwige-Feuillère,https://wikidata.org/entity/Q15971543,square
750155364,7,https://wikidata.org/entity/Q259463,place El Salvador,https://wikidata.org/entity/Q3389795,square
750078750,18,https://wikidata.org/entity/Q200126,place Émile-Goudeau,https://wikidata.org/entity/Q3390738,square
750088568,20,https://wikidata.org/entity/Q210720,place Émile-Landrin,https://wikidata.org/entity/Q3390734,square
750158543,5,https://wikidata.org/entity/Q238723,place Émile-Mâle,https://wikidata.org/entity/Q3390741,square
750359103,13,https://wikidata.org/entity/Q175129,Place en Hommage-aux-Femmes-Victimes-de-Violences,https://wikidata.org/entity/Q109225282,square
750177880,6,https://wikidata.org/entity/Q245546,place Ernest-Denis,https://wikidata.org/entity/Q14629236,square
750111177,15,https://wikidata.org/entity/Q191066,place Étienne-Pernet,https://wikidata.org/entity/Q3390742,square
750164473,14,https://wikidata.org/entity/Q187153,place Eugène-Claudius-Petit,https://wikidata.org/entity/Q3389800,square
750111268,15,https://wikidata.org/entity/Q191066,place Falguière,https://wikidata.org/entity/Q3389804,square
750181559,13,https://wikidata.org/entity/Q175129,Place Farhat-Hached,https://wikidata.org/entity/Q14629309,square
750061053,12,https://wikidata.org/entity/Q171689,place Félix-Éboué,https://wikidata.org/entity/Q3389826,square
750150492,14,https://wikidata.org/entity/Q187153,place Ferdinand-Brunot,https://wikidata.org/entity/Q3389805,square
750173420,13,https://wikidata.org/entity/Q175129,Place FO/13,https://wikidata.org/entity/Q101064722,square
750181861,17,https://wikidata.org/entity/Q197297,Place Françoise-Dorin,https://wikidata.org/entity/Q60851781,square
750177426,18,https://wikidata.org/entity/Q200126,Place Françoise-Dorléac,https://wikidata.org/entity/Q48751429,square
