MES,BASURA,COD_DISTRITO,DISTRITO,TOTAL_KG_MUEBLES,MUEBLES,TOTAL_ENVASES,ENVASES,TOTAL_PAPEL_Y_CARTON,PAPEL_Y_CARTON,REPOSICION_BOLSAS_CANINAS,BOLSAS_CANINAS
OCTUBRE,Basura,19,VICÁLVARO,62.858,Mueble,116,Envase,6.063,Papel_y_Carton,321.39,Bolsas_caninas
OCTUBRE,Basura,11,CARABANCHEL,275.369,Mueble,96,Envase,19.945,Papel_y_Carton,621.85,Bolsas_caninas
OCTUBRE,Basura,12,USERA,172.905,Mueble,60,Envase,31.912,Papel_y_Carton,398.27,Bolsas_caninas
OCTUBRE,Basura,17,VILLAVERDE,192.118,Mueble,84,Envase,27.923,Papel_y_Carton,419.65,Bolsas_caninas
NOVIEMBRE,Basura,1,CENTRO ,58.08,Mueble,2.3,Envase,14.32,Papel_y_Carton,895.6,Bolsas_caninas
NOVIEMBRE,Basura,6,TETUÁN,77.96,Mueble,160,Envase,3.84,Papel_y_Carton,511.3,Bolsas_caninas
NOVIEMBRE,Basura,7,CHAMBERÍ,61.06,Mueble,400,Envase,7.98,Papel_y_Carton,402.98,Bolsas_caninas
NOVIEMBRE,Basura,2,ARGANZUELA,54.301,Mueble,0,Envase,2.32,Papel_y_Carton,413.09,Bolsas_caninas
NOVIEMBRE,Basura,3,RETIRO,57.7,Mueble,580,Envase,26.74,Papel_y_Carton,361.17,Bolsas_caninas
NOVIEMBRE,Basura,4,SALAMANCA,38.04,Mueble,0,Envase,0,Papel_y_Carton,405.7,Bolsas_caninas
NOVIEMBRE,Basura,5,CHAMARTÍN,26,Mueble,0,Envase,6.98,Papel_y_Carton,451.97,Bolsas_caninas
NOVIEMBRE,Basura,8,FUENCARRAL,148.7,Mueble,0,Envase,20.92,Papel_y_Carton,432.68,Bolsas_caninas
NOVIEMBRE,Basura,9,MONCLOA,70.48,Mueble,0,Envase,12.4,Papel_y_Carton,245.69,Bolsas_caninas
NOVIEMBRE,Basura,10,LATINA,208.48,Mueble,1.08,Envase,11.38,Papel_y_Carton,461,Bolsas_caninas
NOVIEMBRE,Basura,15,CIUDAD LINEAL,83.722,Mueble,101,Envase,14.698,Papel_y_Carton,631.6,Bolsas_caninas
NOVIEMBRE,Basura,16,HORTALEZA,122.094,Mueble,147,Envase,21.434,Papel_y_Carton,616.58,Bolsas_caninas
NOVIEMBRE,Basura,20,SAN BLAS,90.698,Mueble,109,Envase,15.922,Papel_y_Carton,562.38,Bolsas_caninas
NOVIEMBRE,Basura,21,BARAJAS,52.326,Mueble,63,Envase,9.186,Papel_y_Carton,442.15,Bolsas_caninas
NOVIEMBRE,Basura,13,PUENTE DE VALLECAS ,204.365,Mueble,903,Envase,21.392,Papel_y_Carton,651.2,Bolsas_caninas
NOVIEMBRE,Basura,18,VILLA DE VALLECAS ,67.585,Mueble,387,Envase,9.168,Papel_y_Carton,375.74,Bolsas_caninas
NOVIEMBRE,Basura,14,MORATALAZ,158.56,Mueble,1.032,Envase,24.448,Papel_y_Carton,317.28,Bolsas_caninas
NOVIEMBRE,Basura,19,VICÁLVARO,53.39,Mueble,258,Envase,6.112,Papel_y_Carton,341.48,Bolsas_caninas
NOVIEMBRE,Basura,11,CARABANCHEL,275.369,Mueble,96,Envase,19.945,Papel_y_Carton,631.49,Bolsas_caninas
NOVIEMBRE,Basura,12,USERA,172.905,Mueble,60,Envase,31.912,Papel_y_Carton,371.5,Bolsas_caninas
NOVIEMBRE,Basura,17,VILLAVERDE,192.118,Mueble,84,Envase,27.923,Papel_y_Carton,422.36,Bolsas_caninas
DICIEMBRE,Basura,1,CENTRO ,59,Mueble,1.16,Envase,17.54,Papel_y_Carton,875,Bolsas_caninas
DICIEMBRE,Basura,6,TETUÁN,68.3,Mueble,220,Envase,5.88,Papel_y_Carton,516.9,Bolsas_caninas
DICIEMBRE,Basura,7,CHAMBERÍ,55.78,Mueble,260,Envase,3.762,Papel_y_Carton,406.15,Bolsas_caninas
DICIEMBRE,Basura,2,ARGANZUELA,44.54,Mueble,0,Envase,4.92,Papel_y_Carton,419.2,Bolsas_caninas
DICIEMBRE,Basura,3,RETIRO,39.4,Mueble,600,Envase,16.7,Papel_y_Carton,358.15,Bolsas_caninas
DICIEMBRE,Basura,4,SALAMANCA,29.42,Mueble,6.4,Envase,0,Papel_y_Carton,415.1,Bolsas_caninas
DICIEMBRE,Basura,5,CHAMARTÍN,27.48,Mueble,0,Envase,0,Papel_y_Carton,456.07,Bolsas_caninas
DICIEMBRE,Basura,8,FUENCARRAL,143.1,Mueble,320,Envase,32.7,Papel_y_Carton,429.7,Bolsas_caninas
DICIEMBRE,Basura,9,MONCLOA,80.82,Mueble,0,Envase,15.4,Papel_y_Carton,243.24,Bolsas_caninas
DICIEMBRE,Basura,10,LATINA,191.72,Mueble,520,Envase,9.82,Papel_y_Carton,445.8,Bolsas_caninas
DICIEMBRE,Basura,15,CIUDAD LINEAL,91.07,Mueble,70,Envase,11.822,Papel_y_Carton,628.4,Bolsas_caninas
DICIEMBRE,Basura,16,HORTALEZA,119.41,Mueble,110,Envase,17.241,Papel_y_Carton,621.65,Bolsas_caninas
DICIEMBRE,Basura,20,SAN BLAS,93.03,Mueble,90,Envase,12.808,Papel_y_Carton,555.18,Bolsas_caninas
DICIEMBRE,Basura,21,BARAJAS,57.69,Mueble,50,Envase,7.389,Papel_y_Carton,430.65,Bolsas_caninas
DICIEMBRE,Basura,13,PUENTE DE VALLECAS ,192.136,Mueble,938,Envase,26.704,Papel_y_Carton,670.1,Bolsas_caninas
DICIEMBRE,Basura,18,VILLA DE VALLECAS ,63.415,Mueble,402,Envase,11.445,Papel_y_Carton,395.51,Bolsas_caninas
DICIEMBRE,Basura,14,MORATALAZ,149.941,Mueble,1.072,Envase,30.519,Papel_y_Carton,322.3,Bolsas_caninas
DICIEMBRE,Basura,19,VICÁLVARO,50.61,Mueble,268,Envase,7.63,Papel_y_Carton,360.4,Bolsas_caninas
DICIEMBRE,Basura,11,CARABANCHEL,227.148,Mueble,79,Envase,31.517,Papel_y_Carton,635.6,Bolsas_caninas
DICIEMBRE,Basura,12,USERA,134.225,Mueble,47,Envase,18.624,Papel_y_Carton,378.9,Bolsas_caninas
DICIEMBRE,Basura,17,VILLAVERDE,154.875,Mueble,54,Envase,21.489,Papel_y_Carton,419.06,Bolsas_caninas
